Name,%,Price,Rating,Release,Ends,Started
CRYMACHINA  Daily Dealnew historical low,-35%,"R$ 105,30",81.54%,Oct 2023,,
Agatha Christie - Murder on the Orient Express  Daily Dealnew historical low,-60%,"R$ 43,19",81.19%,Oct 2023,,
Toki  Daily Deal,-90%,"R$ 3,79",81.17%,Jun 2019,,
SENRAN KAGURA Reflexions  Daily Dealnew historical low,-70%,"R$ 6,20",81.08%,Jun 2019,,
Yomawari: Lost in the Dark  Daily Dealnew historical low,-50%,"R$ 49,99",81.08%,Oct 2022,,
Corpse Party: Sweet Sachiko's Hysteric Birthday Bash  Daily Deal,-60%,"R$ 15,19",81.06%,Apr 2019,in 8 days,6 days ago
Makai Kingdom: Reclaimed and Rebound  Daily Dealnew historical low,-40%,"R$ 35,99",80.94%,May 2022,3 days ago,17 days ago
Fairy Bloom Freesia  Daily Deal current 2-year low,-60%,"R$ 6,39",80.70%,Oct 2012,in 8 days,6 days ago
Vengeful Guardian: Moonrider  Midweek Deal,-35%,"R$ 34,11",80.70%,Jan 2023,in 3 hours,7 days ago
Labyrinth of Galleria: The Moon Society  Daily Dealnew historical low,-40%,"R$ 80,99",80.45%,Feb 2023,3 days ago,17 days ago
The Smurfs - Mission Vileaf  Daily Dealnew historical low,-85%,"R$ 7,94",80.17%,Oct 2021,tomorrow,6 days ago
Fallback  Daily Deal,-90%,"R$ 1,99",80.14%,Oct 2019,tomorrow,6 days ago
"A Rose in the Twilight  Daily Deal all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",80.13%,Apr 2017,3 days ago,17 days ago
No More Heroes 3  Daily Deal,-65%,"R$ 37,79",79.65%,Oct 2022,in 8 days,6 days ago
"Phantom Brave PC  Daily Deal 2-year low: R$ 7,39",-80%,"R$ 11,99",79.52%,Jul 2016,3 days ago,17 days ago
"Dungeons 2  Daily Deal all-time low: R$ 5,69 at -85%",-75%,"R$ 22,25",79.30%,Apr 2015,3 days ago,17 days ago
Disgaea 7: Vows of the Virtueless  Daily Dealnew historical low,-25%,"R$ 121,50",79.21%,Oct 2023,3 days ago,17 days ago
Kandagawa Jet Girls  Daily Deal,-70%,"R$ 22,64",79.16%,Aug 2020,in 8 days,6 days ago
Young Souls  Midweek Dealnew historical low,-60%,"R$ 29,59",78.95%,Mar 2022,in 3 hours,7 days ago
"Agatha Christie - The ABC Murders  Daily Deal all-time low: R$ 2,79 at -90%",-85%,"R$ 4,19",78.78%,Feb 2016,tomorrow,6 days ago
"Grow: Song of the Evertree  Daily Deal all-time low: R$ 41,53 at -72%",-60%,"R$ 41,56",78.67%,Nov 2021,in 3 hours,7 days ago
Not Tonight 2  Daily Dealnew historical low,-75%,"R$ 9,49",78.61%,Feb 2022,in 4 days,6 days ago
UFO ROBOT GRENDIZER – The Feast of the Wolves  Daily Dealnew historical low,-60%,"R$ 43,19",78.40%,Nov 2023,tomorrow,6 days ago
Yesterday Origins  Daily Deal,-90%,"R$ 2,89",78.32%,Nov 2016,tomorrow,6 days ago
"Still Life  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",78.16%,Jun 2005,tomorrow,6 days ago
SENRAN KAGURA Peach Beach Splash  Daily Deal,-70%,"R$ 17,39",78.00%,Mar 2018,in 8 days,6 days ago
Song Of The Prairie  Daily Deal,-30%,"R$ 41,99",77.73%,Aug 2024,in 9 days,5 days ago
"Return to Mysterious Island  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",77.61%,Mar 2014,tomorrow,6 days ago
Seablip  Daily Dealnew historical low,-30%,"R$ 32,89",77.47%,May 2024,2 days ago,9 days ago
"FATE: Undiscovered Realms  Daily Deal all-time low: R$ 4,14 at -75%",-50%,"R$ 8,29",76.93%,Aug 2008,in 3 hours,10 days ago
Zwei: The Arges Adventure  Daily Deal,-70%,"R$ 8,69",76.89%,Jan 2018,in 8 days,6 days ago
"Alfred Hitchcock - Vertigo  Daily Deal all-time low: R$ 7,94 at -85%",-80%,"R$ 10,59",76.86%,Dec 2021,tomorrow,6 days ago
"Alice - Behind the Mirror  Daily Deal all-time low: R$ 0,89 at -80%",-60%,"R$ 1,79",76.82%,Apr 2018,tomorrow,6 days ago
"Devilated  Daily Deal all-time low: R$ 30,39 at -20%",-40%,"R$ 35,99",76.35%,Oct 2024,in 3 hours,14 days ago
Chariot  Daily Deal,-90%,"R$ 2,79",76.26%,Nov 2014,tomorrow,6 days ago
Labyrinth of Refrain: Coven of Dusk  Daily Dealnew historical low,-80%,"R$ 26,99",76.22%,Sep 2018,3 days ago,17 days ago
The Alliance Alive HD Remastered  Daily Dealnew historical low,-80%,"R$ 21,59",76.20%,Jan 2020,3 days ago,17 days ago
No More Heroes  Daily Deal,-50%,"R$ 49,99",75.90%,Jun 2021,in 8 days,6 days ago
"Pang Adventures  Midweek Deal all-time low: R$ 3,99 at -80%",-80%,"R$ 6,59",75.72%,Apr 2016,in 3 hours,7 days ago
KUNAI  Midweek Dealnew historical low,-75%,"R$ 13,12",75.62%,Feb 2020,in 3 hours,7 days ago
STORY OF SEASONS: A Wonderful Life  Daily Deal,-50%,"R$ 64,99",75.20%,Jun 2023,in 8 days,6 days ago
"The Last Express Gold Edition  Midweek Deal all-time low: R$ 2,79 at -80%",-80%,"R$ 4,70",75.15%,Mar 1997,in 3 hours,7 days ago
"Flashback  Daily Deal all-time low: R$ 1,86 at -91%",-90%,"R$ 2,06",74.86%,Nov 2018,tomorrow,6 days ago
Rune Factory 5  Daily Dealnew historical low,-60%,"R$ 43,19",74.80%,Jul 2022,in 8 days,6 days ago
Home Design 3D  Daily Deal,-90%,"R$ 1,99",74.71%,Jan 2015,tomorrow,6 days ago
Cuisineer  Daily Deal,-30%,"R$ 55,99",74.67%,Nov 2023,in 8 days,6 days ago
"Yomawari: Night Alone  Daily Deal all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",74.60%,Oct 2016,3 days ago,17 days ago
Necrosmith 2  Daily Dealnew historical low,-50%,"R$ 13,24",74.60%,Mar 2024,in 4 days,10 days ago
"Criminal Girls: Invite Only  Daily Deal all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",74.24%,Jan 2017,3 days ago,17 days ago
Headquarters: World War II  Daily Dealnew historical low,-35%,"R$ 70,19",73.95%,Apr 2024,in 3 days,4 days ago
Agatha Christie - Hercule Poirot: The First Cases  Daily Dealnew historical low,-85%,"R$ 7,94",73.70%,Sep 2021,tomorrow,6 days ago
"Darkstone  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",73.40%,Jul 1999,tomorrow,6 days ago
The Last of Us™ Part I  Midweek Deal,-40%,"R$ 149,94",73.33%,Mar 2023,in 3 hours,14 days ago
"Dark Devotion  Midweek Deal all-time low: R$ 11,39 at -70%",-75%,"R$ 14,99",73.20%,Apr 2019,in 3 hours,7 days ago
Asterix & Obelix XXL 2  Daily Dealnew historical low,-90%,"R$ 5,29",73.15%,Nov 2018,tomorrow,6 days ago
"PSYCHO-PASS: Mandatory Happiness  Daily Deal all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",72.98%,Apr 2017,3 days ago,17 days ago
"Tom Clancy’s The Division® 2  Midweek Deal all-time low: R$ 13,49 at -85%",-75%,"R$ 42,49",72.86%,Jan 2023,in 3 hours,7 days ago
Corpse Party: Blood Drive  Daily Deal,-60%,"R$ 15,19",72.78%,Oct 2019,in 8 days,6 days ago
UPPERS  Daily Dealnew historical low,-75%,"R$ 14,49",72.61%,Oct 2020,in 8 days,6 days ago
"Operation Babel: New Tokyo Legacy  Daily Deal all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",72.30%,May 2017,3 days ago,17 days ago
Asterix & Obelix XXL: Romastered  Daily Dealnew historical low,-90%,"R$ 5,29",72.26%,Oct 2020,tomorrow,6 days ago
Might & Magic: Clash of Heroes - Definitive Edition  Midweek Deal,-40%,"R$ 32,99",72.24%,Jul 2023,in 3 hours,7 days ago
AKIBA'S TRIP: Hellbound & Debriefed  Daily Deal,-60%,"R$ 23,99",72.04%,Jul 2021,in 8 days,6 days ago
Soul Nomad & the World Eaters  Daily Deal,-50%,"R$ 39,99",71.78%,Aug 2021,3 days ago,17 days ago
Pharaoh™: A New Era  Midweek Deal,-35%,"R$ 44,19",71.46%,Feb 2023,in 3 hours,7 days ago
"Amerzone: The Explorer’s Legacy (1999)  Daily Deal all-time low: R$ 1,04 at -90%",-93%,"R$ 2,79",71.31%,Aug 2001,tomorrow,6 days ago
"Voyage: Journey to the Moon  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",71.30%,Aug 2005,tomorrow,6 days ago
"R-Type Final 2  Daily Deal all-time low: R$ 47,99 at -40%",-50%,"R$ 53,99",71.25%,Apr 2021,,
Touhou: New World  Daily Dealnew historical low,-60%,"R$ 35,99",70.52%,Jul 2023,,
"Langrisser I & II  Daily Deal all-time low: R$ 37,59 at -60%",-70%,"R$ 40,49",70.49%,Mar 2020,,
MONARK  Daily Dealnew historical low,-50%,"R$ 89,99",69.79%,Feb 2022,,
"Tom Clancy’s The Division™  Midweek Deal all-time low: R$ 9,99 at -90%",-85%,"R$ 13,49",69.48%,Mar 2016,,
The Caligula Effect: Overdose  Daily Dealnew historical low,-80%,"R$ 26,99",69.42%,Mar 2019,,
Corpse Party 2: Dead Patient  Daily Deal,-30%,"R$ 14,48",69.07%,Oct 2019,,
Cross Blitz  Midweek Dealnew historical low,-33%,"R$ 40,19",68.85%,Nov 2023,,
No More Heroes 2: Desperate Struggle  Daily Deal,-50%,"R$ 49,99",68.24%,Jun 2021,in 8 days,6 days ago
Garfield Lasagna Party  Daily Dealnew historical low,-75%,"R$ 14,49",68.18%,Nov 2022,tomorrow,6 days ago
"SHOWTIME 2073  Daily Deal all-time low: R$ 0,85 at -80%",-50%,"R$ 2,14",68.00%,Feb 2016,tomorrow,6 days ago
"Karateka  Midweek Deal all-time low: R$ 1,73 at -80%",-80%,"R$ 2,75",67.10%,Dec 2012,in 3 hours,7 days ago
"htoL#NiQ: The Firefly Diary  Daily Deal all-time low: R$ 3,99 at -80%",-80%,"R$ 6,59",66.96%,May 2016,3 days ago,17 days ago
Silent Hope  Daily Dealnew historical low,-70%,"R$ 41,99",66.76%,Oct 2023,in 8 days,6 days ago
"Sinking Island  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",66.71%,Oct 2007,tomorrow,6 days ago
Bullet Witch  Daily Deal,-70%,"R$ 8,69",66.61%,Apr 2018,in 8 days,6 days ago
DEADCRAFT  Daily Dealnew historical low,-75%,"R$ 14,99",66.52%,May 2022,in 8 days,6 days ago
"Bet On Soldier  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",65.98%,Sep 2005,tomorrow,6 days ago
"Curse: The Eye of Isis  Daily Deal all-time low: R$ 0,81 at -87%",-70%,"R$ 1,88",65.97%,Oct 2003,tomorrow,6 days ago
"Chicago 1930 : The Prohibition  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",65.91%,Feb 2004,tomorrow,6 days ago
Disaster Report 4: Summer Memories  Daily Dealnew historical low,-75%,"R$ 40,50",65.47%,Apr 2020,3 days ago,17 days ago
Dustborn  Daily Dealnew historical low,-50%,"R$ 57,49",65.18%,Aug 2024,in 6 days,8 days ago
"Nostradamus: The Last Prophecy  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",64.87%,Apr 2014,tomorrow,6 days ago
"Stranger of Sword City  Daily Deal all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",64.81%,Jun 2016,3 days ago,17 days ago
Gear.Club Unlimited 2 - Ultimate Edition  Daily Dealnew historical low,-90%,"R$ 6,69",64.49%,Dec 2021,tomorrow,6 days ago
ServiceIT: You can do IT  Daily Deal,-52%,"R$ 30,94",64.40%,Mar 2024,in 2 days,5 days ago
"Haegemonia: The Solon Heritage  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",63.78%,May 2014,tomorrow,6 days ago
"Operation Abyss: New Tokyo Legacy  Daily Deal all-time low: R$ 7,39 at -80%",-80%,"R$ 11,99",63.44%,Mar 2017,3 days ago,17 days ago
"Robin Hood: The Legend of Sherwood  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",62.98%,Nov 2002,tomorrow,6 days ago
"Iron Storm  Daily Deal all-time low: R$ 0,81 at -87%",-66%,"R$ 2,13",62.56%,Oct 2002,tomorrow,6 days ago
Return to Mysterious Island 2  Daily Deal current 2-year low,-85%,"R$ 2,39",62.30%,Mar 2014,tomorrow,6 days ago
"Disgaea 6 Complete  Daily Deal all-time low: R$ 69,99 at -0%",-50%,"R$ 81,00",61.89%,Jun 2022,3 days ago,17 days ago
"Cladun X2  Daily Deal all-time low: R$ 3,99 at -80%",-80%,"R$ 6,59",61.39%,Aug 2012,3 days ago,17 days ago
"Birthdays the Beginning  Daily Deal all-time low: R$ 7,59 at -80%",-80%,"R$ 11,99",61.32%,May 2017,3 days ago,17 days ago
Saviors of Sapphire Wings / Stranger of Sword City Revisited  Daily Dealnew historical low,-70%,"R$ 40,49",60.87%,Mar 2021,3 days ago,17 days ago
Moto Racer  4  Daily Deal,-90%,"R$ 2,89",60.47%,Nov 2016,tomorrow,6 days ago
妄想破绽 Broken Delusion  Daily Deal,-65%,"R$ 5,07",60.10%,Nov 2019,in 3 hours,7 days ago
Arkanoid - Eternal Battle  Daily Deal,-90%,"R$ 3,49",60.08%,Oct 2022,tomorrow,6 days ago
Little King's Story  Daily Deal,-75%,"R$ 7,24",59.57%,Aug 2016,in 8 days,6 days ago
"Dracula 4 and  5 - Special Steam Edition  Daily Deal 2-year low: R$ 1,59",-80%,"R$ 3,19",58.62%,May 2014,tomorrow,6 days ago
Asterix & Obelix XXL 3  - The Crystal Menhir  Daily Dealnew historical low,-90%,"R$ 5,29",58.45%,Nov 2019,tomorrow,6 days ago
Agatha Christie - Hercule Poirot: The London Case  Daily Dealnew historical low,-70%,"R$ 23,99",57.67%,Aug 2023,tomorrow,6 days ago
eXperience 112  Daily Deal,-90%,"R$ 1,99",57.12%,Sep 2007,,
Subject 13  Daily Deal,-90%,"R$ 1,99",56.97%,May 2015,,
"The Egyptian Prophecy: The Fate of Ramses  Daily Deal all-time low: R$ 1,04 at -90%",-70%,"R$ 3,14",55.64%,Mar 2004,,
"Raiden Legacy - Steam Edition  Midweek Deal all-time low: R$ 3,99 at -80%",-80%,"R$ 6,59",55.42%,Dec 2015,in 3 hours,7 days ago
"Post Mortem  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",55.18%,Nov 2002,tomorrow,6 days ago
"Gods vs Humans  Daily Deal all-time low: R$ 1,04 at -90%",-60%,"R$ 4,19",54.82%,Sep 2013,tomorrow,6 days ago
"Gevaudan  Daily Deal all-time low: R$ 0,81 at -87%",-70%,"R$ 1,88",54.16%,Jun 2017,tomorrow,6 days ago
"Hidden Object - 12 in 1 bundle  Daily Deal all-time low: R$ 1,19 at -90%",-80%,"R$ 2,39",54.06%,Sep 2016,tomorrow,6 days ago
"Double Dragon Trilogy  Midweek Deal all-time low: R$ 2,39 at -80%",-80%,"R$ 4,09",54.05%,Jan 2015,in 3 hours,7 days ago
Tintin Reporter - Cigars of the Pharaoh  Daily Dealnew historical low,-60%,"R$ 43,19",53.40%,Nov 2023,tomorrow,6 days ago
Who Wants To Be A Millionaire  Daily Dealnew historical low,-80%,"R$ 11,59",51.96%,Oct 2020,tomorrow,6 days ago
"Dracula: The Resurrection  Daily Deal all-time low: R$ 1,04 at -90%",-90%,"R$ 1,99",50.00%,Apr 2014,tomorrow,6 days ago
"Hospital Manager  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",47.06%,Feb 2014,tomorrow,6 days ago
"Dungeons  Daily Deal all-time low: R$ 1,99 at -90%",-90%,"R$ 8,90",45.80%,Feb 2011,3 days ago,17 days ago
"Still Life 2  Daily Deal all-time low: R$ 1,59 at -90%",-85%,"R$ 2,39",45.74%,Aug 2009,tomorrow,6 days ago
Moto Racer Collection  Daily Deal,-90%,"R$ 1,99",45.40%,Nov 2011,tomorrow,6 days ago
"Necronomicon: The Dawning of Darkness  Daily Deal all-time low: R$ 1,04 at -90%",-80%,"R$ 2,09",43.42%,Jun 2001,tomorrow,6 days ago
Dungeons - The Dark Lord  Daily Dealnew historical low,-90%,"R$ 3,90",40.68%,Sep 2011,3 days ago,17 days ago
"ALPAGES : THE FIVE BOOKS  Daily Deal all-time low: R$ 0,65 at -70%",-20%,"R$ 1,75",38.66%,Oct 2015,tomorrow,6 days ago
"Dracula 3: The Path of the Dragon  Daily Deal 2-year low: R$ 1,59",-90%,"R$ 1,99",37.86%,Apr 2014,tomorrow,6 days ago
XIII  Daily Dealnew historical low,-90%,"R$ 5,29",35.84%,Nov 2020,tomorrow,6 days ago
"Dracula 2: The Last Sanctuary  Daily Deal all-time low: R$ 1,04 at -90%",-90%,"R$ 1,99",33.53%,Feb 2001,tomorrow,6 days ago
"A Short Hike   all-time low: R$ 9,12 at -45%",-35%,"R$ 10,78",96.60%,Jul 2019,tomorrow,7 days ago
"Mount & Blade: Warband   all-time low: R$ 4,49 at -85%",-75%,"R$ 19,99",96.45%,Mar 2010,21 hours ago,5 days ago
"Dyson Sphere Program   all-time low: R$ 39,49 at -20%",-10%,"R$ 44,43",96.07%,Jan 2021,tomorrow,6 days ago
"Garry's Mod   all-time low: R$ 4,24 at -75%",-40%,"R$ 15,59",96.04%,Nov 2006,in 10 days,4 days ago
"Rhythm Doctor   all-time low: R$ 27,89 at -10%",-10%,"R$ 44,99",95.99%,Feb 2021,in 3 hours,7 days ago
"Undertale   all-time low: R$ 4,99 at -75%",-70%,"R$ 5,99",95.55%,Sep 2015,in 3 hours,14 days ago
"The Witcher 3: Wild Hunt   all-time low: R$ 12,99 at -90%",-75%,"R$ 32,49",95.31%,May 2015,21 hours ago,13 days ago
"Lil Gator Game  Week Long Deal all-time low: R$ 29,99 at -50%",-45%,"R$ 32,99",95.08%,Dec 2022,in 3 hours,7 days ago
"Underground Blossom   all-time low: R$ 5,77 at -66%",-50%,"R$ 8,49",94.76%,Sep 2023,in 3 hours,14 days ago
"Crime Scene Cleaner   all-time low: R$ 44,79 at -20%",-47%,"R$ 55,78",94.69%,Aug 2024,—,5 days ago
Devil May Cry 5   current 2-year low,-67%,"R$ 32,96",94.49%,Mar 2019,tomorrow,13 days ago
"Dorfromantik   all-time low: R$ 16,55 at -20%",-14%,"R$ 26,24",94.40%,Apr 2022,—,5 days ago
"Dying Light   all-time low: R$ 7,64 at -85%",-70%,"R$ 22,49",94.27%,Jan 2015,in 3 hours,5 days ago
"Marco & The Galaxy Dragon   all-time low: R$ 16,37 at -70%",-60%,"R$ 23,99",94.24%,Feb 2020,21 hours ago,13 days ago
"Titanfall® 2   all-time low: R$ 8,90 at -90%",-84%,"R$ 14,24",94.22%,Oct 2016,in 3 hours,14 days ago
"Tiny Glade   all-time low: R$ 39,94 at -15%",-10%,"R$ 42,29",94.16%,Sep 2024,in 7 days,7 days ago
"Kenshi   all-time low: R$ 19,13 at -67%",-60%,"R$ 23,19",93.91%,Dec 2018,in 2 days,12 days ago
"DREDGE   all-time low: R$ 53,99 at -40%",-40%,"R$ 58,19",93.87%,Mar 2023,in 3 days,7 days ago
"It Takes Two   all-time low: R$ 49,75 at -75%",-65%,"R$ 69,65",93.80%,Mar 2021,in 3 hours,14 days ago
Resident Evil 7 Biohazard   current 2-year low,-60%,"R$ 26,76",93.70%,Jan 2017,tomorrow,13 days ago
"OPUS: Echo of Starsong - Full Bloom Edition   all-time low: R$ 26,24 at -25%",-50%,"R$ 36,99",93.57%,Sep 2021,in 8 days,6 days ago
"Hypnospace Outlaw   all-time low: R$ 9,11 at -76%",-70%,"R$ 11,39",93.32%,Mar 2019,tomorrow,4 days ago
"Machinarium   all-time low: R$ 4,99 at -75%",-80%,"R$ 10,99",93.05%,Oct 2009,in 7 days,7 days ago
"Pilgrims   all-time low: R$ 2,79 at -80%",-75%,"R$ 4,99",93.04%,Oct 2019,in 7 days,7 days ago
"Yoku's Island Express   all-time low: R$ 7,59 at -80%",-80%,"R$ 20,98",92.66%,May 2018,in 3 hours,14 days ago
"XCOM: Enemy Unknown   all-time low: R$ 3,49 at -95%",-80%,"R$ 13,99",92.63%,Oct 2012,in 10 days,4 days ago
"BioShock Infinite   all-time low: R$ 20,99 at -85%",-75%,"R$ 22,49",92.53%,Mar 2013,in 3 days,11 days ago
"PAC-MAN™ Championship Edition DX+  Week Long Deal all-time low: R$ 4,24 at -75%",-70%,"R$ 7,49",92.44%,Sep 2013,in 3 hours,7 days ago
"A Dance of Fire and Ice   all-time low: R$ 5,84 at -10%",-20%,"R$ 9,91",92.44%,Jan 2019,in 3 hours,7 days ago
"CARRION   all-time low: R$ 14,38 at -82%",-21%,"R$ 50,38",92.43%,Jul 2020,—,5 days ago
"Botanicula   all-time low: R$ 4,99 at -75%",-80%,"R$ 7,99",92.39%,May 2012,in 7 days,7 days ago
"Coffee Talk   all-time low: R$ 13,44 at -50%",-50%,"R$ 20,99",92.39%,Jan 2020,tomorrow,4 days ago
"Warhammer 40,000: Dawn of War - Anniversary Edition   all-time low: R$ 3,89 at -85%",-80%,"R$ 17,80",92.29%,Jan 2006,2 days ago,6 days ago
"BROK the InvestiGator   all-time low: R$ 24,99 at -50%",-40%,"R$ 29,99",92.21%,Aug 2022,,
"BioShock™   all-time low: R$ 5,99 at -80%",-75%,"R$ 7,49",92.19%,Aug 2007,,
"Rain World   all-time low: R$ 7,39 at -80%",-26%,"R$ 71,98",92.17%,Mar 2017,—,
"The Procession to Calvary   all-time low: R$ 9,31 at -55%",-55%,"R$ 13,49",92.07%,Apr 2020,,
"Dead Space™ 2   all-time low: R$ 4,39 at -78%",-80%,"R$ 11,80",91.99%,Jan 2011,,
"Descenders   all-time low: R$ 9,49 at -80%",-75%,"R$ 11,87",91.92%,May 2019,,
"Shogun Showdown   all-time low: R$ 23,09 at -30%",-20%,"R$ 37,59",91.87%,Sep 2024,,
"Zuma Deluxe   all-time low: R$ 1,98 at -80%",-75%,"R$ 2,47",91.81%,Aug 2006,,
"Leap of Faith   all-time low: R$ 18,23 at -20%",-25%,"R$ 26,84",91.75%,Feb 2022,,
"Doom & Destiny   all-time low: R$ 1,99 at -90%",-70%,"R$ 8,99",91.74%,Aug 2011,,
"When The Past Was Around   all-time low: R$ 11,61 at -30%",-40%,"R$ 15,89",91.73%,Sep 2020,,
"Creaks   all-time low: R$ 10,34 at -77%",-75%,"R$ 13,74",91.42%,Jul 2020,,
"Necesse   all-time low: R$ 9,99 at -50%",-35%,"R$ 30,54",91.39%,Dec 2019,,
"Worms Armageddon   2-year low: R$ 11,98",-80%,"R$ 15,98",91.38%,May 1999,,
"Mass Effect (2007)   2-year low: R$ 14,75",-67%,"R$ 52,47",91.35%,May 2008,,
"Warsim: The Realm of Aslona   2-year low: R$ 9,74",-50%,"R$ 14,99",91.30%,Dec 2022,,
"Assetto Corsa   all-time low: R$ 5,99 at -90%",-75%,"R$ 14,99",91.29%,Dec 2014,,
"Endling - Extinction is Forever   all-time low: R$ 28,99 at -50%",-35%,"R$ 99,43",91.29%,Jul 2022,—,
DmC: Devil May Cry   current 2-year low,-75%,"R$ 24,97",91.18%,Jan 2013,,
"Megaquarium   all-time low: R$ 18,99 at -60%",-60%,"R$ 29,59",91.16%,Sep 2018,,
"The Political Process   all-time low: R$ 21,74 at -25%",-20%,"R$ 23,19",91.10%,Nov 2019,,
"Trepang2   all-time low: R$ 54,50 at -50%",-50%,"R$ 73,50",90.98%,Jun 2023,,
BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT  new historical low,-20%,"R$ 12,00",90.96%,Sep 2024,,
"Staffer Case: A Supernatural Mystery Adventure   all-time low: R$ 21,15 at -15%",-31%,"R$ 26,55",90.91%,Apr 2023,,
"Terminus: Zombie Survivors   2-year low: R$ 24,79",-25%,"R$ 44,99",90.88%,Aug 2024,,
"SPORE™   all-time low: R$ 2,99 at -85%",-75%,"R$ 14,75",90.82%,Dec 2008,,
"Samorost 3   all-time low: R$ 6,74 at -85%",-80%,"R$ 10,99",90.80%,Mar 2016,,
"RPG Maker VX Ace   all-time low: R$ 12,39 at -90%",-90%,"R$ 18,89",90.78%,Dec 2012,,
"Chicken Police - Paint it RED!  Week Long Deal all-time low: R$ 15,99 at -60%",-50%,"R$ 32,49",90.77%,Nov 2020,,
"Zuma's Revenge!   all-time low: R$ 1,98 at -80%",-75%,"R$ 2,47",90.67%,Sep 2009,,
Trackmania United Forever   current 2-year low,-50%,"R$ 44,99",90.65%,Apr 2008,,
"Bendy and the Dark Revival   all-time low: R$ 8,69 at -85%",-75%,"R$ 14,49",90.64%,Nov 2022,,
Kao the Kangaroo: Round 2 (2003 re-release)   current 2-year low,-50%,"R$ 4,99",90.64%,Jun 2019,,
The Crimson Diamond,-10%,"R$ 26,09",90.63%,Aug 2024,,
"Assetto Corsa Competizione   all-time low: R$ 37,74 at -50%",-70%,"R$ 47,70",90.57%,May 2019,,
"Brigador: Up-Armored Edition   all-time low: R$ 12,57 at -66%",-64%,"R$ 16,55",90.52%,Jun 2016,,
"SKALD: Against the Black Priory   all-time low: R$ 35,24 at -25%",-20%,"R$ 37,59",90.49%,May 2024,,
"The Chrono Jotter  Week Long Deal all-time low: R$ 18,90 at -55%",-50%,"R$ 21,00",90.42%,Aug 2021,,
"风信楼   all-time low: R$ 22,40 at -10%",-10%,"R$ 29,97",90.39%,Oct 2021,,
"Overlord™   all-time low: R$ 0,84 at -90%",-75%,"R$ 2,12",90.36%,Jun 2007,,
"Four Last Things   all-time low: R$ 3,99 at -75%",-75%,"R$ 7,49",90.34%,Feb 2017,,
"The Advisor - Episode 1: Royal Pain  Week Long Deal all-time low: R$ 3,89 at -40%",-20%,"R$ 8,39",90.31%,May 2021,,
Zniw Adventure,-20%,"R$ 14,87",90.30%,Nov 2020,,
"Core Keeper   all-time low: R$ 21,51 at -20%",-25%,"R$ 44,99",90.28%,Aug 2024,4 days ago,18 days ago
"Victoria II  Week Long Deal all-time low: R$ 5,24 at -85%",-75%,"R$ 17,99",90.23%,Aug 2010,in 3 hours,6 days ago
Lucy Dreaming  new historical low,-30%,"R$ 25,89",90.17%,Oct 2022,in 3 hours,7 days ago
"Depersonalization   all-time low: R$ 41,99 at -30%",-25%,"R$ 44,99",90.07%,Aug 2024,tomorrow,12 days ago
"Sumire  Week Long Deal all-time low: R$ 2,06 at -90%",-85%,"R$ 3,07",90.04%,May 2021,in 3 hours,7 days ago
"Car Mechanic Simulator 2015   all-time low: R$ 3,69 at -90%",-90%,"R$ 4,59",90.02%,Apr 2015,21 hours ago,15 days ago
Tom Clancy's Splinter Cell Chaos Theory®   current 2-year low,-75%,"R$ 7,49",89.96%,Mar 2005,in 6 days,8 days ago
"Priest Simulator: Vampire Show   all-time low: R$ 26,21 at -31%",-45%,"R$ 59,38",89.96%,Oct 2022,—,5 days ago
